,Unnamed: 0,Group Name,Articles,HS Words,isTamil
10,10,buwaSL,🥰 🇱🇰,0,True
11,11,buwaSL,Buwa ツ,0,True
12,12,buwaSL,Buwa ツ,0,True
13,13,buwaSL,😥,0,True
14,14,buwaSL,Buwa ツ,0,True
15,15,buwaSL,Buwa ツ,0,True
16,16,buwaSL,🙏,0,True
17,17,buwaSL,"පිංබර වෙසක් මංගල්‍යයක් වේවා...!
💙💛❤️🤍🧡
Happy Vesak to you...!

අරහත් වූ, තථාගත ලොව්තුරා බුදු පියාණන් වහන්සේගේ උතුම් තෙමගුල සිහි කෙරෙන මේ පිංසාර වෙසක් පොහෝ දිනයේදී, අප රට මේ පත් වී ඇති දැවැන්ත අර්බුදයෙන් මිදී සියලු ශ්‍රී ලාංකිකයන්ට යහපත් අනාගතයක් උදා වේවායි ප්‍රාර්ථනා කරන්න. ❤️",0,True
18,18,buwaSL,👍,0,True
19,19,buwaSL,Buwa ツ,0,True
20,20,buwaSL,Buwa ツ,0,True
21,21,buwaSL,Buwa ツ,0,True
22,22,buwaSL,🤷,0,True
23,23,buwaSL,💕💕 අවසන් ලියුමයි ඔබට ලියන්නේ විරහා කඳුළු රැදි පෑනෙන්,0,True
24,24,buwaSL,Buwa ツ,0,True
25,25,buwaSL,Buwa ツ,0,True
26,26,buwaSL,Buwa ツ,0,True
27,27,buwaSL,"රු. 10ක් රු.3500කට විකිණීමට තිබේ
රු.50ක් රු.9800කට විකිණීමට තිබේ",0,True
28,28,buwaSL,😕,0,True
29,29,buwaSL,ඕකටනේ නැටුවේ 😂,0,True
30,30,buwaSL,🥰,0,True
31,31,buwaSL,💪,0,True
32,32,buwaSL,Buwa ツ,0,True
33,33,buwaSL,Buwa ツ,0,True
34,34,buwaSL,Buwa ツ,0,True
35,35,buwaSL,💘,0,True
36,36,buwaSL,"🐮🐄🐃

Sajith Premadasa

Sajith Premadasa

Voted.",0,True
37,37,buwaSL,Buwa ツ,0,True
38,38,buwaSL,😔 🇱🇰 🐜,0,True
39,39,buwaSL,Buwa ツ,0,True
40,40,buwaSL,"🤦

ටිපර්

ටිපර්

😜",0,True
41,41,buwaSL,Buwa ツ,0,True
42,42,buwaSL,"▶️ මීලඟ අගමැති ඩලස් වෙයි,
▶️චම්පික අන්තර්වාර ආණ්ඩුවට එයි,
▶️බැසිල් 60ක් එක්ක විපක්ෂෙට යයි,
▶️විපක්ෂ නායකකමත් පොහොට්ටුවට යයි.
▶️සජිත්ගේ විපක්ෂ නායකකම නැතිවෙයි,
▶️SF වෙනම බලවේගයක් හදයි,
▶️සජබේ සෙට් එකක් රනිල් ලඟට යයි.
▶️අනුරගේ 3% ලක්ෂ 10ක් වෙයි,..
▶️රනිල් අන්තර්වාර ආණ්ඩුවේ විශේෂ උපදේශකයෙක් වෙයි.
▶️ආර්ථික ප්‍රශ්නය තව මාස 7ක් ඇදෙයි
▶️$බිලියන 12ක රාජ්‍ය දේපළ දීර්ඝකාලීන බදුපදනම යටතේ දෙයි.
▶️ඩො.බිලියන 9ක් එකවර ආධාර/ණය යටතේ ලැබුනොත් රුපියල ආපහු 250ට අඩු ගාණකට යයි.
වෙන්න තියෙන්නේ ඔච්චරයි 😄",0,True
43,43,buwaSL,Buwa ツ,0,True
44,44,buwaSL,හොඳ ළමයි සන්ඩු වෙන්නේ ඇයි මේ 😲,0,True
45,45,buwaSL,Buwa ツ,0,True
46,46,buwaSL,Buwa ツ,0,True
47,47,buwaSL,❤️🙏,0,True
48,48,buwaSL,අලුතෙන් ඉදිකරන ලද ගෝටාගෝගම මුත්‍රාකරන ස්තානය (පිරිමි)🤗 යූ මෙස් විත් රෝන් ජෙනරේශන් 😎,0,True
49,49,buwaSL,ඔහු 😍,0,True
50,50,buwaSL,Buwa ツ,0,True
51,51,buwaSL,"ඊයේ ගෝල්ෆේස් එකේ වෙච්ච දේ කර්නර් පැහැදිලි කරයි 🥰

ටිපර්

ටිපර්",0,True
52,52,buwaSL,🥰,0,True
53,53,buwaSL,"මෝටිවේසන් අප්පොච්චි වැඩේ දීලා නේද..😄ඕක තමයි කලින්ම කිවුවේ 😎👌

Shashika Diyamantha Samare

Shashika Diyamantha Samare

මගෙ මේ ගිණුමෙ ඉන්න ,මම ලියන එව්වා කියවන , සියලු දෙනාට මම කරන කාරුණික ආයාචනාවක්.. 🙏
විශේෂයෙන්ම පිටරට ඉඳන් මේක කියවන අයට 🙂

ආදරණීය හිතවතුනි,

අරගල භූමියේ එක්තරා ප්‍රසිද්ධ චරිතයක් , නිතර තමන්ගෙ පේජ් එකෙන් ලයිව් එන, මිනිස්සු රවට්ටන , බොරදියේ මාලු බාන චරිතයක් කොරියාවෙ කොල්ලො රවට්ටලා අරගලය මුවාවෙන් සල්ලි ලක්ෂ ගානක් තමන්ගෙ පෞද්ගලික ගිණුමට දාගෙන කියලා විශ්වාසණීය ආරංචි මාර්ගයක් තියනවා..

මේක වෙලා තියෙන්නෙ මෙහෙම.. මම හොඳටම දන්න එක්තරා යූ ටියුබර් කෙනෙකුත් මේ දවස් වල අරගල බිමේ ඉන්නවා..ඔහු නිතර දෙවේලෙ මේ බිමේ...",0,True
54,54,buwaSL,"බලේ බලේ
සමගි බලේ 🇱🇰 😎 📣

Rajitha Senaratne

Rajitha Senaratne",0,True
55,55,buwaSL,Buwa ツ,0,True
56,56,buwaSL,"බේරුවල ආසනයට පුටු 6ක් ලබා දීම 🇱🇰

Rajitha Senaratne

Rajitha Senaratne",0,True
57,57,buwaSL,Buwa ツ,0,True
58,58,buwaSL,Buwa ツ,0,True
59,59,buwaSL,"ඉක්මනට
#පාරවල්වහන්නඑපාය
කෝ
#saynotoblocking
roads
#dontcloseroads
#noblockingroads

බුකියේ ජනාධිපති

බුකියේ ජනාධිපති

Mm",0,True
60,60,buwaSL,අහන්න 🤗,0,True
61,61,buwaSL,"නියමයි ""මචං""",0,True
62,62,buwaSL,"🔺චීනයෙන් ඩොලර් බිලියන 1.5ක ආධාර යටතේ ප්‍රධන වශයෙන් ඇගලුම් නිශ්පාදන සදහා අවශ්‍ය අමුද්‍රව්‍ය ඇතුලු ආනයනික නිශ්පාදන ගෙන්වීමට සාර්ථක සාකච්ඡා වටයක්

🔺තව දුරටත් ඉන්දියාවෙන් තෙල් ලබා ගැනීම සදහා සාකච්ඡා (එම ණය අවු.3කට පසු ගෙවීමට නියමිත ඒවා වේ)

🔺IMF සමඟ පළමු වටයේ සාකච්ඡා සාර්ථකයි.දෙවන වටයේ සාකච්ඡා ලබන සතියේ සිට

🔺සියලු විදෙස් ණය ගෙවීම තාවකාලිකව නවතයි-ණය ප්‍රතිව්‍යුහගත කිරීමට සාකච්ඡා යහපත්

🔺නව කැබිනට් මණ්ඩලය ලබන 18

🔺FD පොලී අනුපාතය ඉහල දමයි, ක්‍රෙඩිට් කාඩ් සහ ණය පොලියත් වැඩි කරයි.",0,True
63,63,buwaSL,🔺,0,True
64,64,buwaSL,Buwa ツ,0,True
65,65,buwaSL,Buwa ツ,0,True
66,66,buwaSL,Buwa ツ,0,True
67,67,buwaSL,Buwa ツ,0,True
68,68,buwaSL,"Lankawe Comedy queen 💗😍

Lochi jay

Lochi jay",0,True
69,69,buwaSL,Buwa ツ,0,True
70,70,buwaSL,"සජිත් සර්ගේ සෙට් එකහ් 😎👍

Sajith Premadasa

Sajith Premadasa",0,True
71,71,buwaSL,😎,0,True
72,72,buwaSL,Buwa ツ,0,True
73,73,buwaSL,"👍👍 සර්ගේ වාහනයට නැගපු අසරණයට වෙච්ච ඇත්තම සිද්දිය 😊

චමින්ද

චමින්ද

Atta heli we.👍",0,True
74,74,buwaSL,"😅 ෆීල්ඩ් මාෂල් පැතුම් කර්නර්

චමින්ද

චමින්ද

ubala kema ekakuth aragena palayallla.mn engalantheta wela post dana ekath me game ekema kotasak 😎👍over",0,True
75,75,buwaSL,Buwa ツ,0,True
76,76,buwaSL,"සෙට් එකහ් 🤞😎
කළාකරුවන් 😎🤜",0,True
77,77,buwaSL,"අර්බුදයට එකම විසදුම
AKD 2024
225ම එපා 👊",0,True
78,78,buwaSL,"සජබයේ ආර්ථික විශේෂඥයන් එක් වෙයි 👊✊😎 🇱🇰
කිරිඇල්ල 😎
ගයන්ත😎
හේෂා😎
රාජිත😎
හර්ෂ😎
මද්දුමබණ්ඩාර😎
එරාන්😎
හකීම්😎
සජිත් 😍

Eran Wickramaratne

Eran Wickramaratne

සජබයේ ආර්ථික විශේෂඥයින් රැස්වෙයි.
විස්තරයට 👉 https://bit.ly/
3u5j6dt",0,True
79,79,buwaSL,Buwa ツ,0,True
80,80,buwaSL,Buwa ツ,0,True
81,81,buwaSL,Buwa ツ,0,True
82,82,buwaSL,Buwa ツ,0,True
83,83,buwaSL,Buwa ツ,0,True
84,84,buwaSL,චුට්ටක් මහන්සියි 🙁,0,True
85,85,buwaSL,"💕 🇱🇰 💪

Saman Karunarathna Anu Perera > ‎යුක්තියේ දියණිය හිරුනිකා - Yukthiye Dhiyaniya Hirunika

Saman Karunarathna Anu Perera > ‎යුක්තියේ දියණිය හිරුනිකා - Yukthiye Dhiyaniya Hirunika",0,True
86,86,buwaSL,"🇱🇰 💪 😎

Nirmal Dewasiri is feeling excited.

Nirmal Dewasiri is feeling excited.

🙂",0,True
87,87,buwaSL,"🥴 kes gahaka wedak 😎💪

චමින්ද

චමින්ද

Hamoma ecathu unoth koranna puluwan
මචං උන්ට මේක කෙස් ගහක වැඩක්..හැමෝම එකතු වෙලා හැස්ටැග් දාන්න..
#AnonnymousSaveS
riLanka #wiplawaya",0,True
88,88,buwaSL,Buwa ツ,0,True
89,89,buwaSL,"ඔහු සූදානම් 💪😎 ඔබ සූදානම්ද

Rajitha Senaratne

Rajitha Senaratne

බේරුවල ආසනය සමගි ජන බලවේගය ශාඛා සමිති ක්‍රියාකාරීන් සමග බල මණ්ඩලයේ පිහිටුවීමට හා අප්‍රියල් 03 වන දින දූෂිත ආණ්ඩුවට එරෙහිව පවත්වන උද්ඝෝෂණය සහ අප්‍රියල් 05 වන දින කළුතර දිස්ත්‍රික් කාන්තා සංවිධානයේ මගින් පවත්වන විරෝධතාවය හා අප්‍රේල් 07 දින පවත්වන්නට නියමිත දීප ව්‍යාප්ත පවත්වන වන විරෝධතාවය ...",0,True
90,90,buwaSL,Buwa ツ,0,True
91,91,buwaSL,☎️,0,True
92,92,buwaSL,😥 විශාල පාඩුවක් 🙁,0,True
93,93,buwaSL,Buwa ツ,0,True
94,94,buwaSL,☎️❎ විප්ලවයට ජය !!! තව චුට්ටයි,0,True
95,95,buwaSL,Buwa ツ,0,True
96,96,buwaSL,Buwa ツ,0,True
97,97,buwaSL,"3වෙනිදට පාරට බහින ඔබට කිරි සමන් මැතිදුන්ගෙන් රසබර ආහාර වේලක්..
රෙස්පෙක්ට් බ්‍රෝ 🤟✌️

Oshaka Nilan is feeling positive at Luxe Highway Residencies.

Oshaka Nilan is feeling positive at Luxe Highway Residencies.

03 වෙනිදාට රට වෙනුවෙන් එන මිනිස්සුන්ට කැම බිම දෙන්න තිරණය කරා තව කව්ද එන්නේ මත්
එක්ක වැඩෙට බහින්න 🔥☸️✌️🦁 !

#bboyoshadancer #bboyosha #imported #SriLanka #GoHomeGota2022 #facebookpost #newpost #imback #responsibility #research #Respectfully #Respect #sad #sadpeople #government #people #PeoplePower #PeopleVoice",0,True
98,98,buwaSL,"🤣

චමින්ද

චමින්ද",0,True
99,99,buwaSL,"Good morning 💕

චමින්ද updated their status.

චමින්ද updated their status.

🇱🇰 😍🙏",0,True
100,100,buwaSL,Buwa ツ,0,True
101,101,buwaSL,"විශේෂ ස්තුතිය 43වන සේනාංකයට

චමින්ද

චමින්ද",0,True
102,102,buwaSL,Buwa ツ,0,True
103,103,buwaSL,😶😐,0,True
104,104,buwaSL,"🙄🙏 අනුර මේ හදන්නේ සමගි ජන බලවේගයේ ජනතා විරෝධය හරවන්නද

Anura Kumara Dissanayake

Anura Kumara Dissanayake

රට පත්ව ඇත්තේ දරුණු අර්බුදකාරී තත්වයකට බව අපි දනිමු. හැම මොහොතකම සමාජය වඩ වඩාත් අර්බුදය දෙසට ගමන් කරමින් ඇති අතර සමාජයේ සෑම ජන ස්ථරයක්ම ඒ හේතුවෙන් පීඩාවට පත් වී ඇත. එවැනි මොහොතක සවිඥානිකව හා සංවිධානාත්මකව දේශපාලන පක්ෂ, සිවිල් සංවිධාන ආදී කොටස් මෙම ජන පීඩනයට එරෙහිව සිය විරෝධය දක්වමින් සිටියි....",0,True
105,105,buwaSL,"පුරවැසියෙකු ලෙස රාජිතත් එනවා
💪🙂

Rajitha Senaratne

Rajitha Senaratne

ඔව්..දේශපාලකයෙක
ු ලෙස නොව ශ්‍රී ලාංකික පුරවැසියෙකු ලෙස අප්‍රේල් 3 වෙනිදට මමත් එනවා ..",0,True
106,106,buwaSL,Buwa ツ,0,True
107,107,buwaSL,💕💪,0,True
108,108,buwaSL,Buwa ツ,0,True
109,109,buwaSL,Buwa ツ,0,True
110,110,buwaSL,Buwa ツ,0,True
111,111,buwaSL,"සාදු සාදු සා

චමින්ද

චමින්ද

ආම්බන්තේ",0,True
112,112,buwaSL,Buwa ツ,0,True
113,113,buwaSL,"💕

Upayanga Sre Wickramasinghe

Upayanga Sre Wickramasinghe

මෙහෙමත් ආතල් සිරී වත් දුන්නේ නෑ",0,True
114,114,buwaSL,තෙල් පෝලිමට හේතුව ලොකුගේ හෙළිකරයි,0,True
115,115,buwaSL,🥲🥲,0,True
116,116,buwaSL,Buwa ツ,0,True
117,117,buwaSL,Buwa ツ,0,True
118,118,buwaSL,"💪

චමින්ද

චමින්ද",0,True
119,119,buwaSL,🙏,0,True
120,120,buwaSL,🙄,0,True
121,121,buwaSL,Buwa ツ,0,True
122,122,buwaSL,Buwa ツ,0,True
123,123,buwaSL,"🙄

චමින්ද

චමින්ද",0,True
124,124,buwaSL,"අම්මෝ චුල්ලවට්ටිගේ සැර 😂

චමින්ද

චමින්ද",0,True
125,125,buwaSL,🔴,0,True
126,126,buwaSL,කොපි ගහන්නනම් එපා දෙයියො 🙏,0,True
127,127,buwaSL,Buwa ツ,0,True
128,128,buwaSL,Buwa ツ,0,True
129,129,buwaSL,මේ කතාවනම් 💯 ඇත්ත 😆,0,True
130,130,buwaSL,Buwa ツ,0,True
131,131,buwaSL,😂💪,0,True
132,132,buwaSL,"අපූරුයි අවන්ත..!

වචන දස දහසක් එක පිංතූරයක්.!

Awantha Artigala

Awantha Artigala

Cartoon",0,True
133,133,buwaSL,Buwa ツ,0,True
134,134,buwaSL,"හැම මගුලටම අත්දෙක බැදගෙන ඉදලා රටක් කරන්න අමාරුයි,අදාල බලධාරීන් කියල කට්ටියක් ඉන්නවනේ..හරි පියවරක් ගන්න

චමින්ද

චමින්ද",0,True
135,135,buwaSL,😍,0,True
136,136,buwaSL,"⛔ප්‍රතිව්‍යුහගත කිරීමට නියමිත රාජ්‍ය ආයතන 39⛔

✅විදේශ සම්පත් දෙපාර්තමේන්තුව,
✅ජාතික වැටුප් කොමිසම,
✅සේවා නියුක්තිකයන්ගේ භාරකාර අරමුදල,
✅ශ්‍රී ලංකා සංචාරක ප්‍රවර්ධන කාර්යාංශය,
✅ජාතික සත්ත්වෝද්‍යාන දෙපාර්තමේන්තුව,
✅ශ්‍රී ලංකා දුම්රිය දෙපාර්තමේන්තුව,
✅ශ්‍රී ලංකා මධ්‍යම ගමනාගමන මණ්ඩලය,
✅මෝටර් රථ ප්‍රවාහන දෙපාර්තමේන්තුව,
✅සිවිල් ගුවන් සේවා අධිකාරිය,
✅සීමාසහිත ගුවන් තොටුපොළ හා ගුවන් සේවා (ශ්‍රී ලංකා) සමාගම,...",0,True
137,137,buwaSL,❤️ ඒකෙන්වත් itn සභාපතිකම ලැබුනොත් හොදයි ❤️,0,True
138,138,buwaSL,"🥰

Sajith Premadasa

Sajith Premadasa",0,True
139,139,buwaSL,ඔහොම යන් අනුරයියේ 💪😍,0,True
140,140,buwaSL,රිදී තිරයම පරාදයි,0,True
141,141,buwaSL,ඒකෙත් රිංගලා 🤣,0,True
142,142,buwaSL,Buwa ツ,0,True
143,143,buwaSL,🤧,0,True
144,144,buwaSL,Buwa ツ,0,True
145,145,buwaSL,🙃,0,True
146,146,buwaSL,😕,0,True
147,147,buwaSL,Buwa ツ,0,True
148,148,buwaSL,🙄,0,True
149,149,buwaSL,Buwa ツ,0,True
150,150,buwaSL,අර්බුදය විසදන්න නියම සෙට් එක 🤣,0,True
151,151,buwaSL,🤦,0,True
152,152,buwaSL,🙏,0,True
153,153,buwaSL,🥰,0,True
154,154,buwaSL,ආපහු රටට වැඩ කරන්න එන්න මැතිතුමනි,0,True
155,155,buwaSL,නියමයි අනුර සර්,0,True
156,156,buwaSL,දුමින්දව දීලා රංජන්ව ගන්න බැරිවෙයිද 🙃🤧,0,True
157,157,buwaSL,අනේ මහත්තයෝ අපි වෙනුවෙන් නේද මේ 🥰,0,True
158,158,buwaSL,😪admin- polonnaruwe gamini obesakra,0,True
159,159,buwaSL,බලධාරීන් සහයෝගයක් දෙනවනම් තවත් දියුණු කොරතහැකි,0,True
160,160,buwaSL,"ස්තූතියි මැතිතුමනි

Rajitha Senaratne

Rajitha Senaratne",0,True
161,161,buwaSL,Buwa ツ,0,True
162,162,buwaSL,😪,0,True
163,163,buwaSL,😓,0,True
164,164,buwaSL,කොළ ඤෑ,0,True
165,165,buwaSL,Buwa ツ,0,True
166,166,buwaSL,😕,0,True
167,167,buwaSL,මේ ආදරේනම් දරාගන්න බැරිවෙයි අයියේ 💘,0,True
168,168,buwaSL,👍,0,True
169,169,buwaSL,"😕

චමින්ද

චමින්ද

🙏🥲",0,True
170,170,buwaSL,Buwa ツ,0,True
171,171,buwaSL,Buwa ツ,0,True
