,Group Name,Articles,HS Words
10,buwaSL,🥰 🇱🇰,0
11,buwaSL,Buwa ツ,0
12,buwaSL,Buwa ツ,0
13,buwaSL,😥,0
14,buwaSL,Buwa ツ,0
15,buwaSL,Buwa ツ,0
16,buwaSL,🙏,0
17,buwaSL,"පිංබර වෙසක් මංගල්‍යයක් වේවා...!
💙💛❤️🤍🧡
Happy Vesak to you...!

අරහත් වූ, තථාගත ලොව්තුරා බුදු පියාණන් වහන්සේගේ උතුම් තෙමගුල සිහි කෙරෙන මේ පිංසාර වෙසක් පොහෝ දිනයේදී, අප රට මේ පත් වී ඇති දැවැන්ත අර්බුදයෙන් මිදී සියලු ශ්‍රී ලාංකිකයන්ට යහපත් අනාගතයක් උදා වේවායි ප්‍රාර්ථනා කරන්න. ❤️",0
18,buwaSL,👍,0
19,buwaSL,Buwa ツ,0
20,buwaSL,Buwa ツ,0
21,buwaSL,Buwa ツ,0
22,buwaSL,🤷,0
23,buwaSL,💕💕 අවසන් ලියුමයි ඔබට ලියන්නේ විරහා කඳුළු රැදි පෑනෙන්,0
24,buwaSL,Buwa ツ,0
25,buwaSL,Buwa ツ,0
26,buwaSL,Buwa ツ,0
27,buwaSL,"රු. 10ක් රු.3500කට විකිණීමට තිබේ
රු.50ක් රු.9800කට විකිණීමට තිබේ",0
28,buwaSL,😕,0
29,buwaSL,ඕකටනේ නැටුවේ 😂,0
30,buwaSL,🥰,0
31,buwaSL,💪,0
32,buwaSL,Buwa ツ,0
33,buwaSL,Buwa ツ,0
34,buwaSL,Buwa ツ,0
35,buwaSL,💘,0
36,buwaSL,"🐮🐄🐃

Sajith Premadasa

Sajith Premadasa

Voted.",0
37,buwaSL,Buwa ツ,0
38,buwaSL,😔 🇱🇰 🐜,0
39,buwaSL,Buwa ツ,0
40,buwaSL,"🤦

ටිපර්

ටිපර්

😜",0
41,buwaSL,Buwa ツ,0
42,buwaSL,"▶️ මීලඟ අගමැති ඩලස් වෙයි,
▶️චම්පික අන්තර්වාර ආණ්ඩුවට එයි,
▶️බැසිල් 60ක් එක්ක විපක්ෂෙට යයි,
▶️විපක්ෂ නායකකමත් පොහොට්ටුවට යයි.
▶️සජිත්ගේ විපක්ෂ නායකකම නැතිවෙයි,
▶️SF වෙනම බලවේගයක් හදයි,
▶️සජබේ සෙට් එකක් රනිල් ලඟට යයි.
▶️අනුරගේ 3% ලක්ෂ 10ක් වෙයි,..
▶️රනිල් අන්තර්වාර ආණ්ඩුවේ විශේෂ උපදේශකයෙක් වෙයි.
▶️ආර්ථික ප්‍රශ්නය තව මාස 7ක් ඇදෙයි
▶️$බිලියන 12ක රාජ්‍ය දේපළ දීර්ඝකාලීන බදුපදනම යටතේ දෙයි.
▶️ඩො.බිලියන 9ක් එකවර ආධාර/ණය යටතේ ලැබුනොත් රුපියල ආපහු 250ට අඩු ගාණකට යයි.
වෙන්න තියෙන්නේ ඔච්චරයි 😄",0
43,buwaSL,Buwa ツ,0
44,buwaSL,හොඳ ළමයි සන්ඩු වෙන්නේ ඇයි මේ 😲,0
45,buwaSL,Buwa ツ,0
46,buwaSL,Buwa ツ,0
47,buwaSL,❤️🙏,0
48,buwaSL,අලුතෙන් ඉදිකරන ලද ගෝටාගෝගම මුත්‍රාකරන ස්තානය (පිරිමි)🤗 යූ මෙස් විත් රෝන් ජෙනරේශන් 😎,0
49,buwaSL,ඔහු 😍,0
50,buwaSL,Buwa ツ,0
51,buwaSL,"ඊයේ ගෝල්ෆේස් එකේ වෙච්ච දේ කර්නර් පැහැදිලි කරයි 🥰

ටිපර්

ටිපර්",0
52,buwaSL,🥰,0
53,buwaSL,"මෝටිවේසන් අප්පොච්චි වැඩේ දීලා නේද..😄ඕක තමයි කලින්ම කිවුවේ 😎👌

Shashika Diyamantha Samare

Shashika Diyamantha Samare

මගෙ මේ ගිණුමෙ ඉන්න ,මම ලියන එව්වා කියවන , සියලු දෙනාට මම කරන කාරුණික ආයාචනාවක්.. 🙏
විශේෂයෙන්ම පිටරට ඉඳන් මේක කියවන අයට 🙂

ආදරණීය හිතවතුනි,

අරගල භූමියේ එක්තරා ප්‍රසිද්ධ චරිතයක් , නිතර තමන්ගෙ පේජ් එකෙන් ලයිව් එන, මිනිස්සු රවට්ටන , බොරදියේ මාලු බාන චරිතයක් කොරියාවෙ කොල්ලො රවට්ටලා අරගලය මුවාවෙන් සල්ලි ලක්ෂ ගානක් තමන්ගෙ පෞද්ගලික ගිණුමට දාගෙන කියලා විශ්වාසණීය ආරංචි මාර්ගයක් තියනවා..

මේක වෙලා තියෙන්නෙ මෙහෙම.. මම හොඳටම දන්න එක්තරා යූ ටියුබර් කෙනෙකුත් මේ දවස් වල අරගල බිමේ ඉන්නවා..ඔහු නිතර දෙවේලෙ මේ බිමේ...",0
54,buwaSL,"බලේ බලේ
සමගි බලේ 🇱🇰 😎 📣

Rajitha Senaratne

Rajitha Senaratne",0
55,buwaSL,Buwa ツ,0
56,buwaSL,"බේරුවල ආසනයට පුටු 6ක් ලබා දීම 🇱🇰

Rajitha Senaratne

Rajitha Senaratne",0
57,buwaSL,Buwa ツ,0
58,buwaSL,Buwa ツ,0
59,buwaSL,"ඉක්මනට
#පාරවල්වහන්නඑපාය
කෝ
#saynotoblocking
roads
#dontcloseroads
#noblockingroads

බුකියේ ජනාධිපති

බුකියේ ජනාධිපති

Mm",0
60,buwaSL,අහන්න 🤗,0
61,buwaSL,"නියමයි ""මචං""",0
62,buwaSL,"🔺චීනයෙන් ඩොලර් බිලියන 1.5ක ආධාර යටතේ ප්‍රධන වශයෙන් ඇගලුම් නිශ්පාදන සදහා අවශ්‍ය අමුද්‍රව්‍ය ඇතුලු ආනයනික නිශ්පාදන ගෙන්වීමට සාර්ථක සාකච්ඡා වටයක්

🔺තව දුරටත් ඉන්දියාවෙන් තෙල් ලබා ගැනීම සදහා සාකච්ඡා (එම ණය අවු.3කට පසු ගෙවීමට නියමිත ඒවා වේ)

🔺IMF සමඟ පළමු වටයේ සාකච්ඡා සාර්ථකයි.දෙවන වටයේ සාකච්ඡා ලබන සතියේ සිට

🔺සියලු විදෙස් ණය ගෙවීම තාවකාලිකව නවතයි-ණය ප්‍රතිව්‍යුහගත කිරීමට සාකච්ඡා යහපත්

🔺නව කැබිනට් මණ්ඩලය ලබන 18

🔺FD පොලී අනුපාතය ඉහල දමයි, ක්‍රෙඩිට් කාඩ් සහ ණය පොලියත් වැඩි කරයි.",0
63,buwaSL,🔺,0
64,buwaSL,Buwa ツ,0
65,buwaSL,Buwa ツ,0
66,buwaSL,Buwa ツ,0
67,buwaSL,Buwa ツ,0
68,buwaSL,"Lankawe Comedy queen 💗😍

Lochi jay

Lochi jay",0
69,buwaSL,Buwa ツ,0
70,buwaSL,"සජිත් සර්ගේ සෙට් එකහ් 😎👍

Sajith Premadasa

Sajith Premadasa",0
71,buwaSL,😎,0
72,buwaSL,Buwa ツ,0
73,buwaSL,"👍👍 සර්ගේ වාහනයට නැගපු අසරණයට වෙච්ච ඇත්තම සිද්දිය 😊

චමින්ද

චමින්ද

Atta heli we.👍",0
74,buwaSL,"😅 ෆීල්ඩ් මාෂල් පැතුම් කර්නර්

චමින්ද

චමින්ද

ubala kema ekakuth aragena palayallla.mn engalantheta wela post dana ekath me game ekema kotasak 😎👍over",0
75,buwaSL,Buwa ツ,0
76,buwaSL,"සෙට් එකහ් 🤞😎
කළාකරුවන් 😎🤜",0
77,buwaSL,"අර්බුදයට එකම විසදුම
AKD 2024
225ම එපා 👊",0
78,buwaSL,"සජබයේ ආර්ථික විශේෂඥයන් එක් වෙයි 👊✊😎 🇱🇰
කිරිඇල්ල 😎
ගයන්ත😎
හේෂා😎
රාජිත😎
හර්ෂ😎
මද්දුමබණ්ඩාර😎
එරාන්😎
හකීම්😎
සජිත් 😍

Eran Wickramaratne

Eran Wickramaratne

සජබයේ ආර්ථික විශේෂඥයින් රැස්වෙයි.
විස්තරයට 👉 https://bit.ly/
3u5j6dt",0
79,buwaSL,Buwa ツ,0
80,buwaSL,Buwa ツ,0
81,buwaSL,Buwa ツ,0
82,buwaSL,Buwa ツ,0
83,buwaSL,Buwa ツ,0
84,buwaSL,චුට්ටක් මහන්සියි 🙁,0
85,buwaSL,"💕 🇱🇰 💪

Saman Karunarathna Anu Perera > ‎යුක්තියේ දියණිය හිරුනිකා - Yukthiye Dhiyaniya Hirunika

Saman Karunarathna Anu Perera > ‎යුක්තියේ දියණිය හිරුනිකා - Yukthiye Dhiyaniya Hirunika",0
86,buwaSL,"🇱🇰 💪 😎

Nirmal Dewasiri is feeling excited.

Nirmal Dewasiri is feeling excited.

🙂",0
87,buwaSL,"🥴 kes gahaka wedak 😎💪

චමින්ද

චමින්ද

Hamoma ecathu unoth koranna puluwan
මචං උන්ට මේක කෙස් ගහක වැඩක්..හැමෝම එකතු වෙලා හැස්ටැග් දාන්න..
#AnonnymousSaveS
riLanka #wiplawaya",0
88,buwaSL,Buwa ツ,0
89,buwaSL,"ඔහු සූදානම් 💪😎 ඔබ සූදානම්ද

Rajitha Senaratne

Rajitha Senaratne

බේරුවල ආසනය සමගි ජන බලවේගය ශාඛා සමිති ක්‍රියාකාරීන් සමග බල මණ්ඩලයේ පිහිටුවීමට හා අප්‍රියල් 03 වන දින දූෂිත ආණ්ඩුවට එරෙහිව පවත්වන උද්ඝෝෂණය සහ අප්‍රියල් 05 වන දින කළුතර දිස්ත්‍රික් කාන්තා සංවිධානයේ මගින් පවත්වන විරෝධතාවය හා අප්‍රේල් 07 දින පවත්වන්නට නියමිත දීප ව්‍යාප්ත පවත්වන වන විරෝධතාවය ...",0
90,buwaSL,Buwa ツ,0
91,buwaSL,☎️,0
92,buwaSL,😥 විශාල පාඩුවක් 🙁,0
93,buwaSL,Buwa ツ,0
94,buwaSL,☎️❎ විප්ලවයට ජය !!! තව චුට්ටයි,0
95,buwaSL,Buwa ツ,0
96,buwaSL,Buwa ツ,0
97,buwaSL,"3වෙනිදට පාරට බහින ඔබට කිරි සමන් මැතිදුන්ගෙන් රසබර ආහාර වේලක්..
රෙස්පෙක්ට් බ්‍රෝ 🤟✌️

Oshaka Nilan is feeling positive at Luxe Highway Residencies.

Oshaka Nilan is feeling positive at Luxe Highway Residencies.

03 වෙනිදාට රට වෙනුවෙන් එන මිනිස්සුන්ට කැම බිම දෙන්න තිරණය කරා තව කව්ද එන්නේ මත්
එක්ක වැඩෙට බහින්න 🔥☸️✌️🦁 !

#bboyoshadancer #bboyosha #imported #SriLanka #GoHomeGota2022 #facebookpost #newpost #imback #responsibility #research #Respectfully #Respect #sad #sadpeople #government #people #PeoplePower #PeopleVoice",0
98,buwaSL,"🤣

චමින්ද

චමින්ද",0
99,buwaSL,"Good morning 💕

චමින්ද updated their status.

චමින්ද updated their status.

🇱🇰 😍🙏",0
100,buwaSL,Buwa ツ,0
101,buwaSL,"විශේෂ ස්තුතිය 43වන සේනාංකයට

චමින්ද

චමින්ද",0
102,buwaSL,Buwa ツ,0
103,buwaSL,😶😐,0
104,buwaSL,"🙄🙏 අනුර මේ හදන්නේ සමගි ජන බලවේගයේ ජනතා විරෝධය හරවන්නද

Anura Kumara Dissanayake

Anura Kumara Dissanayake

රට පත්ව ඇත්තේ දරුණු අර්බුදකාරී තත්වයකට බව අපි දනිමු. හැම මොහොතකම සමාජය වඩ වඩාත් අර්බුදය දෙසට ගමන් කරමින් ඇති අතර සමාජයේ සෑම ජන ස්ථරයක්ම ඒ හේතුවෙන් පීඩාවට පත් වී ඇත. එවැනි මොහොතක සවිඥානිකව හා සංවිධානාත්මකව දේශපාලන පක්ෂ, සිවිල් සංවිධාන ආදී කොටස් මෙම ජන පීඩනයට එරෙහිව සිය විරෝධය දක්වමින් සිටියි....",0
105,buwaSL,"පුරවැසියෙකු ලෙස රාජිතත් එනවා
💪🙂

Rajitha Senaratne

Rajitha Senaratne

ඔව්..දේශපාලකයෙක
ු ලෙස නොව ශ්‍රී ලාංකික පුරවැසියෙකු ලෙස අප්‍රේල් 3 වෙනිදට මමත් එනවා ..",0
106,buwaSL,Buwa ツ,0
107,buwaSL,💕💪,0
108,buwaSL,Buwa ツ,0
109,buwaSL,Buwa ツ,0
110,buwaSL,Buwa ツ,0
111,buwaSL,"සාදු සාදු සා

චමින්ද

චමින්ද

ආම්බන්තේ",0
112,buwaSL,Buwa ツ,0
113,buwaSL,"💕

Upayanga Sre Wickramasinghe

Upayanga Sre Wickramasinghe

මෙහෙමත් ආතල් සිරී වත් දුන්නේ නෑ",0
114,buwaSL,තෙල් පෝලිමට හේතුව ලොකුගේ හෙළිකරයි,0
115,buwaSL,🥲🥲,0
116,buwaSL,Buwa ツ,0
117,buwaSL,Buwa ツ,0
118,buwaSL,"💪

චමින්ද

චමින්ද",0
119,buwaSL,🙏,0
120,buwaSL,🙄,0
121,buwaSL,Buwa ツ,0
122,buwaSL,Buwa ツ,0
123,buwaSL,"🙄

චමින්ද

චමින්ද",0
124,buwaSL,"අම්මෝ චුල්ලවට්ටිගේ සැර 😂

චමින්ද

චමින්ද",0
125,buwaSL,🔴,0
126,buwaSL,කොපි ගහන්නනම් එපා දෙයියො 🙏,0
127,buwaSL,Buwa ツ,0
128,buwaSL,Buwa ツ,0
129,buwaSL,මේ කතාවනම් 💯 ඇත්ත 😆,0
130,buwaSL,Buwa ツ,0
131,buwaSL,😂💪,0
132,buwaSL,"අපූරුයි අවන්ත..!

වචන දස දහසක් එක පිංතූරයක්.!

Awantha Artigala

Awantha Artigala

Cartoon",0
133,buwaSL,Buwa ツ,0
134,buwaSL,"හැම මගුලටම අත්දෙක බැදගෙන ඉදලා රටක් කරන්න අමාරුයි,අදාල බලධාරීන් කියල කට්ටියක් ඉන්නවනේ..හරි පියවරක් ගන්න

චමින්ද

චමින්ද",0
135,buwaSL,😍,0
136,buwaSL,"⛔ප්‍රතිව්‍යුහගත කිරීමට නියමිත රාජ්‍ය ආයතන 39⛔

✅විදේශ සම්පත් දෙපාර්තමේන්තුව,
✅ජාතික වැටුප් කොමිසම,
✅සේවා නියුක්තිකයන්ගේ භාරකාර අරමුදල,
✅ශ්‍රී ලංකා සංචාරක ප්‍රවර්ධන කාර්යාංශය,
✅ජාතික සත්ත්වෝද්‍යාන දෙපාර්තමේන්තුව,
✅ශ්‍රී ලංකා දුම්රිය දෙපාර්තමේන්තුව,
✅ශ්‍රී ලංකා මධ්‍යම ගමනාගමන මණ්ඩලය,
✅මෝටර් රථ ප්‍රවාහන දෙපාර්තමේන්තුව,
✅සිවිල් ගුවන් සේවා අධිකාරිය,
✅සීමාසහිත ගුවන් තොටුපොළ හා ගුවන් සේවා (ශ්‍රී ලංකා) සමාගම,...",0
137,buwaSL,❤️ ඒකෙන්වත් itn සභාපතිකම ලැබුනොත් හොදයි ❤️,0
138,buwaSL,"🥰

Sajith Premadasa

Sajith Premadasa",0
139,buwaSL,ඔහොම යන් අනුරයියේ 💪😍,0
140,buwaSL,රිදී තිරයම පරාදයි,0
141,buwaSL,ඒකෙත් රිංගලා 🤣,0
142,buwaSL,Buwa ツ,0
143,buwaSL,🤧,0
144,buwaSL,Buwa ツ,0
145,buwaSL,🙃,0
146,buwaSL,😕,0
147,buwaSL,Buwa ツ,0
148,buwaSL,🙄,0
149,buwaSL,Buwa ツ,0
150,buwaSL,අර්බුදය විසදන්න නියම සෙට් එක 🤣,0
151,buwaSL,🤦,0
152,buwaSL,🙏,0
153,buwaSL,🥰,0
154,buwaSL,ආපහු රටට වැඩ කරන්න එන්න මැතිතුමනි,0
155,buwaSL,නියමයි අනුර සර්,0
156,buwaSL,දුමින්දව දීලා රංජන්ව ගන්න බැරිවෙයිද 🙃🤧,0
157,buwaSL,අනේ මහත්තයෝ අපි වෙනුවෙන් නේද මේ 🥰,0
158,buwaSL,😪admin- polonnaruwe gamini obesakra,0
159,buwaSL,බලධාරීන් සහයෝගයක් දෙනවනම් තවත් දියුණු කොරතහැකි,0
160,buwaSL,"ස්තූතියි මැතිතුමනි

Rajitha Senaratne

Rajitha Senaratne",0
161,buwaSL,Buwa ツ,0
162,buwaSL,😪,0
163,buwaSL,😓,0
164,buwaSL,කොළ ඤෑ,0
165,buwaSL,Buwa ツ,0
166,buwaSL,😕,0
167,buwaSL,මේ ආදරේනම් දරාගන්න බැරිවෙයි අයියේ 💘,0
168,buwaSL,👍,0
169,buwaSL,"😕

චමින්ද

චමින්ද

🙏🥲",0
170,buwaSL,Buwa ツ,0
171,buwaSL,Buwa ツ,0
172,buwaSL,අනුරයියා අද ටික් ටොක් සෙට් එකක් බස්සලා ❤️,0
173,buwaSL,Buwa ツ,0
174,buwaSL,Reshpet,0
175,buwaSL,"OT
Bonus
Strike",0
176,buwaSL,🙃,0
177,buwaSL,Buwa ツ,0
178,buwaSL,🤕,0
179,buwaSL,Buwa ツ,0
180,buwaSL,Buwa ツ,0
181,buwaSL,Thank you cer 🙄 g.n bs,0
182,buwaSL,"ජනාධිපතිතුමා ජාතිය අමතලා කරපු විශේෂ ප්‍රකාශය..
ඔයාලට හිතෙන දේ පහලින් කමෙන්ට් කරගෙන යන්න 👇",0
183,buwaSL,❤️,0
184,buwaSL,රැස්පුට්,0
185,buwaSL,Buwa ツ,0
186,buwaSL,ලෝක වෙලඳපොලේ බොරතෙල් බැරලයක මිල $120 සිට $98 දක්වා පහල බසී ⬇️,0
187,buwaSL,🙃,0
188,buwaSL,"😳 මේක අහම්බයක් වෙන්න බෑ.
චතුර මැතිදුන්ගේ විරෝධතාවයෙන් පසු බකිං හැම් මාලිගාවේ එකම කලබලයක්,එලිසබට්
මහරැජින කුස්සියේ වලං පොලොවේ ග-sa-යි.ඇමරිකා හමුදා සීරුවෙන්.පුටිංට
බ-da යයි,උතුරුකොරියා
බැලැ-s-ටික් miසයිල ලංකාව දෙසට",0
189,buwaSL,"🙄🙏

චමින්ද

චමින්ද",0
190,buwaSL,🙄,0
