,Group Name,Articles,HS Words
10,lellahutanpage,"මෙලෝ දැනුමකුත් නැ,දන්න දේකුත් නෑ,අවධානෙ ගන්න බොරු රගපෑමක් කරේ කියලා මිනිස්සු තේරුම් අරං ඉවරයි දැං",0
11,lellahutanpage,😂😂,0
12,lellahutanpage,දිවුරුම් දෙද්දි කියන එක කොලේ පැත්තක දාලා බුවා කට පාඩමින් කියලා තියෙන්නේ 🤣😂,0
13,lellahutanpage,,0
14,lellahutanpage,නව අගමැති ලෙස රනිල් වික්‍රමසිංහ දිවුරුම් දුන්නා,0
15,lellahutanpage,අනුර එනකල් විනාසම කරයි වගේ මේක,0
16,lellahutanpage,කෙලිම්ම සජිත්ට දෙන්න කිව්වා නම් ඉවරනෙ 😂,0
17,lellahutanpage,අගමැති ධූරය බාර ගැනීමට කැමැත්ත පළ කරමින් විපක්ෂ නායක සජිත් ප්‍රේමදාස මහතා ජනාධිපතිවරයා වෙත ලිපියක් යොමු කරයි.,0
18,lellahutanpage,කයියෙන් රටවල් කරන්න බෑ කියලා දන්න නිසා 😎✌,0
19,lellahutanpage,"ඔහු අද සවස ගිනිගෙන දැවෙන කුරුසිය කරට ගනු ඇත !!

ජාතියට අසිරූ මොහතක,සජිත්ලා දේශපාලන වාසි ගන්න කේවල් කරද්දි රනිල් ශ්‍රීයාන් වික්‍රමසිංහ ගත් මේ තීන්දුව නොවන්නට මහ බැංකු අධිපතිවරයා ලබන සතියේ ධූරයෙන් නික්ම යාමට ඉඩ තිබිණි.

එසේ වුවානම් සමස්ත රටටම සිදු වන්නේ බලාගත් අත බලාගෙන සිටින්නට ය.

කොන්ද පන ඇතුව අසීරු මොහතක වැටී තිබෙන රට බාරගත් නායකයෙක් ලෙස ඔබ ඉතිහාසයට එක් වනු ඇත.",0
20,lellahutanpage,රනිලප්පච්චි 😎😍✌,0
21,lellahutanpage,"2019 දි රනිල්ගෙන් රට බේර ගන්න මහින්දට දුන්නා,දැං 2022 දි මහින්දගෙන් බේරගන්න රනිල්ටම දෙනවා

දැං ජනාධිපති පොහොට්ටුවේ අගමැති unp,ඉතින් හැමෝම සතුටින් 😂✌",0
22,lellahutanpage,"හායි,බේරේ වැවේ ඉදල ඊයෙ ආවේ 🥲",0
23,lellahutanpage,ඊයා,0
24,lellahutanpage,හෙට අනිද්දා වෙනකොට සිමෙන්ති 900 ටත් වඩා අඩු වෙයි වගෙ 😂✌,0
25,lellahutanpage,😂🥲,0
26,lellahutanpage,අනුර දෙනවා නැති වෙන්න 🥲✌,0
27,lellahutanpage,ශ්‍රී ලංකාවේ ආර්ථික අර්බුදය විසදිය හැකියි - රනිල් වික්‍රමසිංහ -,0
28,lellahutanpage,"අර්බුදේ විසදන්න දවස් 8 ක් පාර්ලිමේන්තුව රැස් උනා,කිසිම විසදුමක් නෑ,හැබැයි දවස් 8 ට පාර්ලිමේන්තුවේ වියදම කෝටි 7 ක්",0
29,lellahutanpage,"පරිප්පු - ජනවාරි 01 වෙනිදා මිල රු.275 යි
අද මිල රුපියල්.580 යි
මිල වැඩිවීම 305 යි (111%)

ගෑස් - ජනවාරි 01 වෙනිදා මිල රු.2750 යි
අද මිල රුපියල්.4860 යි
මිල වැඩිවීම 2110 යි (77%)

ඔක්ටේන් 92 පෙට්‍රල් - ජනවාරි 01 වෙනිදා මිල රු.177 යි
අද මිල රුපියල්.338 යි
මිල වැඩිවීම 161 යි (91%)

ඔටෝ ඩීසල් - ජනවාරි 01 වෙනිදා මිල රු.121 යි
අද මිල රුපියල්. 289 යි
මිල වැඩිවීම 168 යි (139%)

සම්බා හාල් - ජනවාරි 01 වෙනිදා මිල රු.153 යි
අද මිල රුපියල්. 240 යි
මිල වැඩිවීම 87 යි (57%)

කිරිපිටි 400 ග්‍රෑම් - ජනවාරි 01 වෙනිදා මිල රු.480 යි
අද මිල රුපියල්. 790 යි
මිල වැඩිවීම 310 යි (65%)

පාන් - ජනවාරි 01 වෙනිදා මිල රු.77 යි
අද මිල රුපියල්. 160 යි
මිල වැඩිවීම 83 යි (108%)

සිමෙන්ති - ජනවාරි 01 වෙනිදා මිල රු. 1275 යි
අද මිල රුපියල්. 2850 යි
මිල වැඩිවීම 1575 යි (123%)

සීනි - ජනවාරි 01 වෙනිදා මිල රු.147 යි
අද මිල රුපියල්. 260 යි
මිල වැඩිවීම 113 යි (77%)

ආසන්නව බැලුවම ජීවත් වෙන්න ජනවාරි මාසෙ රුපියල් 10 000 ක් ඕනෙ උනා නම්

අද ඒ විදිහටම ජීවත් වෙන්න අද ආසන්නව 25 000 ක් වත් ඕනෙ

ජනවාරි මාසෙ ජීවත් වෙන්න 30 000 ක් ගියා නම් අද 70 000 ක් ඕනෙ

හැබැයි ජනවාරි පඩියයි අප්‍රේල් පඩියයි සමානයි 😐",0
30,lellahutanpage,"ශ්‍රී ලංකා මහ බැංකුවෙන් විශේෂ නිවේදනයක්
************************************************

උන්ඩියල් සහ හවාලා ගණුදෙනු ඉවරයි

ආනයන සදහා සිදුකරන ගෙවීම් බැංකු පද්ධතිය හරහා පමණක් සිදු කිරීම සදහා ආනයන අපනයන පනත යටතේ ගැසට් නිවේදනයක් නිකුත් කරන බව මහ බැංකු අධිපති ආචාර්ය නන්දලාල් වීරසිංහ පවසයි.

ඔහු මේ බව පැවසුවේ අද පැවැති මාධ්‍ය හමුවකට එක්වෙමිනි.

“බැංකු ක්‍රමයට පිටතින් උන්ඩියල් සහ හවාලා යන ක්‍රමවේද ඔස්සේ විදේශ විනිමය හුවමාරු වෙනවා. අපි ඒ ගැන යම් තීරණ ගත යුතුයි.”

“මීට පස්සේ රට ඇතුළට එන සියලුම ආනයන වලට සහතිකයක් දෙන්න ඔ්නේ ඒ සදහා මුදල් ගෙවීම බැංකු ක්‍රමය තුළින්ම පමණයි කරන්න පුළුවන් වෙන්නේ කියන ක්‍රමවේදය තමයි දැන් සකස් කරන්න යන්නේ.”

“එතකොට බැංකු ක්‍රමයට පිටතින් මුදල් ගෙවලා ආනයනය කළොත් ඒක අපේ රේගුවෙන් ක්ලියර් කරලා ගන්න බැහැ. ඒ ක්‍රමවේදයෙන් ආනයනය කරන්න ලැබෙන්නේ නැහැ”

“සියලුම ආනයනය වලට මින් ඉදිරියට මුදල් ගෙවීම මේ චක්‍රලේඛය නිකුත් කළාට පස්සේ සිදුකරන්න වෙන්නේ බැංකු ක්‍රමය තුළින්ම පමණයි. ඒක තමයි මේ චක්‍රලේඛයේ අරමුණ.”

මාධ්‍ය අමතමින් ආචාර්ය නන්දලාල් වීරසිංහ පැවසුවේ බැංකු ක්‍රමවේදයට පිටතින් ගොස් භාණ්ඩ ආනයනය සඳහා ඉහත ක්‍රමවේද හරහා විදෙස් විනිමය ගෙවීමත් සිදුකෙරෙන බව හඳුනාගෙන ඇති බවය.

එය පාලනය කිරීම සඳහා හැකි ඉක්මනින් චක්‍රලේඛයක් නිකුත් කරන බව මහ බැංකු අධිපතිවරයා පැවසීය.",0
31,lellahutanpage,"#BREAKING

MAWRATANEWS.LK
ඔක්කොම එකතු කරගෙන ආණ්ඩුවක් හදන්න ලෑස්තියි! ඒත් අගමැති අයින් කරන්න බෑ! ශ්‍රීලනිප ඇමැතිවරු දෙන්",0
32,lellahutanpage,"ගුරුවරුන්ට ළගම පාසල දෙන්න - අධ්‍යාපන අමාත්‍යාංශය ඓතිහාසික තීන්දුවක් ගනියි.

මේක නම් සුපිරි 😎✌",0
33,lellahutanpage,,0
34,lellahutanpage,"අන්තර්වාර පාලනය හබක්! ජනපති මැදුරේ ගා’ලගෝට්ටියක්! ඩලස් කු’මන්ත්‍රණ කරන බවට චෝ’දනා!

MEDIAONLIVE.COM
අන්තර්වාර පාලනය හබක්! ජනපති මැදුරේ ගා’ලගෝට්ටියක්! ඩලස් කු’මන්ත්‍රණ කරන බවට චෝ’දනා!",0
35,lellahutanpage,"ගෝඨාභය ගියා කියමුකො,උබලා ඒත් හිතනවද ජෙප්පො උද්ඝෝෂණ කරන එක නවත්තයි කියලා",0
36,lellahutanpage,රටේ ඉන්න හොදම අයිස් සෙට් එකත් පාරට බැහැලා 😂,0
37,lellahutanpage,ව්‍යවස්ථාවෙත් නැති හීන පස්සෙ ගිය ඩලස් 🤣🤣🤣,0
38,lellahutanpage,"එහෙත් නෑ මෙහෙත් නෑ,වටේ යන උන්ට යස වැඩේ 😂🙏",0
39,lellahutanpage,පුලුවන් තරං කාලා ගිහින් දැං සුදනා 😂,0
40,lellahutanpage,බොරදියේ මාලු බාන ඩෑල් 😂,0
41,lellahutanpage,"YOUTUBE.COM
අරගලය අල කරන විමලගේ ගේම.. | SL Deshaya",0
42,lellahutanpage,මූ නම් පිස්සුවක් 😍✌,0
43,lellahutanpage,"😂😂

Ada Derana Sinhala posted a video to playlist Video of the Day April 2022.
22 April at 07:40 ·

පොලීසිය පැත්තෙන් බවුසරයට ළංවූ පුද්ගලයා කවුද?

සම්පූර්ණ වීඩියෝව : https://youtu.be/GrHMj2g0MlU

#Aragalaya #adaderana #SriLanka #SLnews",0
44,lellahutanpage,"ගෑස් ගනං ඇරියට කමක් නැ,සංයුතිය නම් වෙනස් කරන්නෙපා ඈ 😐🙏",0
45,lellahutanpage,ලිට්‍රෝ ගෑස් 5175 යි,0
46,lellahutanpage,ඇනෝනිමස්ලා ට වඩා වැඩිය දෙයක් කරා උදිත ලොකුබණ්ඩාර 😂✌,0
47,lellahutanpage,😂✌,0
48,lellahutanpage,"#පාරවල්වහන්නඑපායකෝ
#saynotoblockingroads
#dontcloseroads
#noblockingroads",0
49,lellahutanpage,😂,0
50,lellahutanpage,😕,0
51,lellahutanpage,"#පාරවල්වහන්නඑපායකෝ
#saynotoblockingroads
#dontcloseroads
#noblockingroads",0
52,lellahutanpage,"පාරෙ යන බස් නවත්තලා ඒ බස් වල යන මිනිස්සුන්ට හිරිහැර කරන්නෙ ඇයි බං
රට විනාස කරෙ ඒ මිනිස්සු ද හොරකම් කරෙ ඒ මිනිස්සු ද",0
53,lellahutanpage,"#පාරවල්වහන්නඑපා
#dontcloseroads",0
54,lellahutanpage,"#පාරවල්වහන්නඑපායකෝ
#saynotoblockingroads
#dontcloseroads
#noblockingroads",0
55,lellahutanpage,😥,0
56,lellahutanpage,පාං රුපියල් 30 කින් ඉහලට,0
57,lellahutanpage,බස් ගාස්තුත් 35% කින් ඉහලට,0
58,lellahutanpage,තිරිගු පිටි 40 කින් ඉහලට,0
59,lellahutanpage,"බෙහෙතුත් හිඟ එකේ මාස්ක් ඕන්නෑ කිව්වට,මාස්ක් නොදා ඉදලා අවධානමක් ගන්නෙපා බොරුවට 😂",0
60,lellahutanpage,පඩිය මදි බයික්කෙට තෙල් ගහන්නත් 😥,0
61,lellahutanpage,"ඇත්තටම සජිත් හරි,මේ අරගලේ දැං ස්වාභාවය අනුව අරගලේ නායකත්වය ට සුදුසු සජිත් තමා",0
62,lellahutanpage,"වැඩිකල් නෑ ඕක,ආතල් ලන්තයක්නෙ දැනටමත් ඕක 😂",0
63,lellahutanpage,අඩෝ මේවනෙ අරගල❤️😍,0
64,lellahutanpage,"ගෝල්ෆේස් අරගලකරුවන්ගේ හඬ වීමට මා සූදානම්
- සජිත් ප්‍රේමදාස -",0
65,lellahutanpage,අද හසරංග උඩමයි 😥,0
66,lellahutanpage,නිර්පාක්ෂික මුහුණුවරක් දීලා යටින් ඉන්නෙ ජෙප්පො පෙරොට්ටො කියලා අමුතුවෙන් කියන්න ඕන නෑ,0
67,lellahutanpage,අන්ලයික් කරපල්ල රිපෝට් ගහපල්ල අදාලම නැ 😂,0
68,lellahutanpage,ශ්‍රීලංකා නිදහස් පක්ෂයේ මන්ත්‍රීවරයෙකු වූ ශාන්ත බංඩාර කෘෂිකර්ම රාජ්‍ය අමාත්‍යාවරයා ලෙස දිවුරුම් දෙයි.,0
69,lellahutanpage,රණ්ඩු වෙන්නෙ නැතුව ලැබෙන සල්ලි ටික සමානව බෙදාගත්තනම් ඉවරනෙ😌,0
70,lellahutanpage,අඩෝ ඒක😍❤️,0
71,lellahutanpage,Think positive 😎✌,0
72,lellahutanpage,🤣🤣,0
73,lellahutanpage,"අරගලයට ජයවේවා ❤

පතෝලයා
9 April at 10:59 ·

නිර්පාක්ෂික උන් වැස්සෙ තෙමි තෙමී අරගල කරනකොට උන්ව අවුස්සපු උන් ආතල් එකේ ඩාන්ස් කරනව..තේරෙයි හැබැයි කල්‍ යයි..",0
74,lellahutanpage,"සුපිරි👍

BREAKINGLK.COM
10,000ක සෙනගක් ජනපති කාර්යාලය වටකරලා! ඉන්දියාවේ NDTV මුලු ලෝකෙටම කියයි! (VIDEO) | BreakingLK.com",0
75,lellahutanpage,,0
76,lellahutanpage,"භාරකාර ආණ්ඩුවේ අගමැති ධූරයට යෝජනා වූ නම් 04

01.රනිල් වික්‍රමසිංහ
02.නිමල් සිරිපාල
03.පාඨලී චම්පික රණවක
04.ඩලස් අලහප්පෙරුම",0
77,lellahutanpage,"ඔයාගෙ පුතා,ලාල්ගෙ දුව,ගලප්පත්තිගෙ පුතා කොහෙද ඉන්නෙ.අනිත් අයගෙත් ජීවිතත් එහෙම තමා.උන්ට සුරසැප දෙන්න අහිංසක කොල්ලො කෙල්ලොන් පාරට දක්කනව",0
78,lellahutanpage,මේ මනුස්සයාටවත් මේක කරන්න දෙමු ප්ලීස් 😐,0
79,lellahutanpage,රැල්ලට පොඩ්ඩො ඕනම දෙයක් කරයි,0
80,lellahutanpage,දවස් ගානක් පාර්ලිමේන්තුවේ විවාද විතරයි තීරණ මුකුත් නැත,0
81,lellahutanpage,"ඒකත් හබක්

MEDIAONLIVE.COM
දෝෂාභියෝගයක් සඳහා අවැසි අත්සන් ලබා ගැනීමට යාමේ දී විපක්ෂයේ මන්ත්‍රීවරුන් පාර්ලිමේන්තුව තුල",0
82,lellahutanpage,"අවුරුදු කාලෙවත් තෙල් ටික දෙන්න බලන්න,අවුරුදු කියලා නෑ මිනිස්සු තෙල් පෝලිම් වල දවස් ගනං",0
83,lellahutanpage,අපි මහ කුහක ජාතියක්😥,0
